2019-10-25 15:15:18.3487||DEBUG|WebApplication1.Program|init main |url: |action: 
2019-10-25 16:03:28.4819||DEBUG|Microsoft.AspNetCore.Mvc.MvcJsonOptions|Compatibility switch AllowInputFormatterExceptionMessages in type MvcJsonOptions is using default value False |url: |action: 
2019-10-25 16:03:28.4940||DEBUG|Microsoft.AspNetCore.Mvc.MvcOptions|Compatibility switch AllowCombiningAuthorizeFilters in type MvcOptions is using default value False |url: |action: 
2019-10-25 16:03:28.4940||DEBUG|Microsoft.AspNetCore.Mvc.MvcOptions|Compatibility switch AllowBindingHeaderValuesToNonStringModelTypes in type MvcOptions is using default value False |url: |action: 
2019-10-25 16:03:28.4940||DEBUG|Microsoft.AspNetCore.Mvc.MvcOptions|Compatibility switch AllowValidatingTopLevelNodes in type MvcOptions is using default value False |url: |action: 
2019-10-25 16:03:28.4940||DEBUG|Microsoft.AspNetCore.Mvc.MvcOptions|Compatibility switch InputFormatterExceptionPolicy in type MvcOptions is using default value AllExceptions |url: |action: 
2019-10-25 16:03:28.5013||DEBUG|Microsoft.AspNetCore.Mvc.MvcOptions|Compatibility switch SuppressBindingUndefinedValueToEnumType in type MvcOptions is using default value False |url: |action: 
2019-10-25 16:03:28.5013||DEBUG|Microsoft.AspNetCore.Mvc.RazorPages.RazorPagesOptions|Compatibility switch AllowAreas in type RazorPagesOptions is using default value False |url: |action: 
2019-10-25 16:03:28.5013||DEBUG|Microsoft.AspNetCore.Mvc.RazorPages.RazorPagesOptions|Compatibility switch AllowMappingHeadRequestsToGetHandler in type RazorPagesOptions is using default value False |url: |action: 
2019-10-25 16:03:28.5415||DEBUG|Microsoft.AspNetCore.Mvc.MvcViewOptions|Compatibility switch SuppressTempDataAttributePrefix in type MvcViewOptions is using default value False |url: |action: 
2019-10-25 16:03:28.5689|12|DEBUG|Microsoft.AspNetCore.Mvc.ModelBinding.ModelBinderFactory|Registered model binder providers, in the following order: Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BinderTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ServicesModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BodyModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.HeaderModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FloatingPointTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.EnumTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CancellationTokenModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ByteArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormFileModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormCollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.KeyValuePairModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DictionaryModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ComplexTypeModelBinderProvider |url: |action: 
2019-10-25 16:03:28.6496|2|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Core.KestrelServer|Failed to locate the development https certificate at '(null)'. |url: |action: 
2019-10-25 16:03:28.7302|4|DEBUG|Microsoft.AspNetCore.Hosting.Internal.WebHost|Hosting started |url: |action: 
2019-10-25 16:03:28.7302||DEBUG|Microsoft.AspNetCore.Hosting.Internal.WebHost|Loaded hosting startup assembly WebApplication1 |url: |action: 
2019-10-25 16:03:28.7365||DEBUG|Microsoft.AspNetCore.Hosting.Internal.WebHost|Loaded hosting startup assembly Microsoft.AspNetCore.Server.IISIntegration |url: |action: 
2019-10-25 16:03:28.8626|1|DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HLQP8DCH0K7L" started. |url: |action: 
2019-10-25 16:03:28.9932||DEBUG|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|Wildcard detected, all requests with hosts will be allowed. |url: http://localhost/api/values|action: 
2019-10-25 16:03:29.0031||TRACE|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|All hosts are allowed. |url: http://localhost/api/values|action: 
2019-10-25 16:03:29.0322|4|DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path /api/values does not match a supported file type |url: https://localhost/api/values|action: 
2019-10-25 16:03:29.0650|3|DEBUG|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The request path  does not match the path filter |url: https://localhost/api/values|action: 
2019-10-25 16:03:29.2052|1|DEBUG|Microsoft.AspNetCore.Routing.RouteBase|Request successfully matched the route with name 'default' and template '{controller=Home}/{action=Index}/{id?}'. |url: https://localhost/api/values|action: 
2019-10-25 16:03:29.2052|3|DEBUG|Microsoft.AspNetCore.Mvc.Internal.ActionSelector|No actions matched the current request. Route values: controller=api, action=values |url: https://localhost/api/values|action: 
2019-10-25 16:03:29.2052|3|DEBUG|Microsoft.AspNetCore.Mvc.Internal.MvcRouteHandler|No actions matched the current request. Route values: controller=api, action=values |url: https://localhost/api/values|action: 
2019-10-25 16:03:29.2052|1|DEBUG|Microsoft.AspNetCore.Builder.RouterMiddleware|Request did not match any routes. |url: https://localhost/api/values|action: 
2019-10-25 16:03:29.2199|9|DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HLQP8DCH0K7L" completed keep alive response. |url: https://localhost/api/values|action: 
2019-10-25 16:04:44.2213|6|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HLQP8DCH0K7L" received FIN. |url: |action: 
2019-10-25 16:04:44.2213|10|DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HLQP8DCH0K7L" disconnecting. |url: |action: 
2019-10-25 16:04:44.2367|7|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HLQP8DCH0K7L" sending FIN. |url: |action: 
2019-10-25 16:04:44.2514|2|DEBUG|Microsoft.AspNetCore.Server.Kestrel|Connection id "0HLQP8DCH0K7L" stopped. |url: |action: 
